month,group,total
2024-03,OBGYN,2196000.0
2024-03,OPERASIONAL_RS,99238406.51
2024-03,PANDEMI_COVID,66006159.455
2024-03,PERAWATAN_LUKA,17007990.630999997
2024-03,RESPIRATORIUM,209615618.321
2024-03,SPUIT_INJEKSI,324816915.95
2024-03,STERILISASI_CSSD,13250000.0
2024-03,UROLOGI,64354980.901
2024-04,APD_HIGIENE,74921560.0
2024-04,BEDAH_OK,154931416.535
2024-04,DBD,116076961.26099999
2024-04,DIAGNOSTIK,50981266.497
2024-04,FARMASI,15807020.0
2024-04,IMUNISASI,4575000.0
2024-04,NEONATAL,7177500.0
2024-04,OPERASIONAL_RS,25940525.0
2024-04,PANDEMI_COVID,17869680.18
2024-04,PERAWATAN_LUKA,28450746.36
2024-04,RESPIRATORIUM,131939623.045
2024-04,SPUIT_INJEKSI,48309124.775
2024-04,STERILISASI_CSSD,28395600.0
2024-04,UROLOGI,8145517.748
2024-05,APD_HIGIENE,84207450.451
2024-05,BEDAH_OK,193213482.715
2024-05,DBD,275271009.457
2024-05,DIAGNOSTIK,46166548.121
2024-05,FARMASI,14740300.0
2024-05,IMUNISASI,3462162.162
2024-05,LABORATORIUM,3944757.6
2024-05,NEONATAL,5500000.0
2024-05,OPERASIONAL_RS,20748386.486
2024-05,PANDEMI_COVID,9155000.0
2024-05,PERAWATAN_LUKA,32295429.73
2024-05,RESPIRATORIUM,117987739.458
2024-05,SPUIT_INJEKSI,139839819.904
2024-05,STERILISASI_CSSD,27254200.0
2024-05,UROLOGI,41523868.667
2024-06,APD_HIGIENE,67830056.48
2024-06,BEDAH_OK,195978679.608
2024-06,DBD,163149748.136
2024-06,DIAGNOSTIK,129537261.261
2024-06,FARMASI,10574300.0
2024-06,IMUNISASI,15205000.0
2024-06,LABORATORIUM,7145931.2
2024-06,NEONATAL,7419524.0
2024-06,OBGYN,1998300.0
2024-06,OPERASIONAL_RS,63215511.482999995
2024-06,PANDEMI_COVID,9785660.0
2024-06,PERAWATAN_LUKA,31124375.315
2024-06,RESPIRATORIUM,44858840.0
2024-06,SPUIT_INJEKSI,218519305.227
2024-06,STERILISASI_CSSD,20602270.0
2024-06,UROLOGI,8580861.262
2024-07,APD_HIGIENE,137985107.601
2024-07,BEDAH_OK,294342789.952
2024-07,DBD,195048882.382
2024-07,DIAGNOSTIK,59576312.523
2024-07,FARMASI,46569627.2
2024-07,IMUNISASI,13035914.415
2024-07,LABORATORIUM,5032500.0
2024-07,NEONATAL,4145585.586
2024-07,OPERASIONAL_RS,192579065.021
2024-07,PANDEMI_COVID,15151237.838
2024-07,PERAWATAN_LUKA,11760298.0
2024-07,RESPIRATORIUM,111775219.82
2024-07,SPUIT_INJEKSI,298971559.708
2024-07,STERILISASI_CSSD,54060804.55
2024-07,UROLOGI,58039124.9
2024-08,APD_HIGIENE,150888845.042
2024-08,BEDAH_OK,232432746.211
2024-08,DBD,246772415.009
2024-08,DIAGNOSTIK,20833618.018
2024-08,FARMASI,47926083.333
2024-08,IMUNISASI,21343287.139
2024-08,LABORATORIUM,9423457.6
2024-08,NEONATAL,2715000.0
2024-08,OBGYN,8222440.0
2024-08,OPERASIONAL_RS,64864398.621
2024-08,PANDEMI_COVID,17187915.314999998
2024-08,PERAWATAN_LUKA,102984055.0
2024-08,RESPIRATORIUM,191934940.89000002
2024-08,SPUIT_INJEKSI,375212179.946
2024-08,STERILISASI_CSSD,15412450.6
2024-08,UROLOGI,65378318.301
2024-09,APD_HIGIENE,31008644.684
2024-09,BEDAH_OK,239070744.339
2024-09,DBD,160309552.072
2024-09,DIAGNOSTIK,32919175.0
2024-09,FARMASI,13171300.0
2024-09,IMUNISASI,1087000.0
2024-09,LABORATORIUM,1900000.0
2024-09,NEONATAL,16027024.326000001
2024-09,OBGYN,6333960.0
2024-09,OPERASIONAL_RS,66892455.495000005
2024-09,PANDEMI_COVID,116137445.042
2024-09,PERAWATAN_LUKA,39987395.0
2024-09,RESPIRATORIUM,101457257.483
2024-09,SPUIT_INJEKSI,167493528.266
2024-09,STERILISASI_CSSD,12037760.0
2024-09,UROLOGI,51056817.94
2024-10,APD_HIGIENE,76805116.216
2024-10,BEDAH_OK,279963021.636
2024-10,CAPITAL_EQUIP,12294000.0
2024-10,DBD,283321632.828
2024-10,DIAGNOSTIK,28987250.054
2024-10,FARMASI,89482010.0
2024-10,IMUNISASI,2142342.342
2024-10,OBGYN,15742771.171
2024-10,OPERASIONAL_RS,65177780.0
2024-10,PANDEMI_COVID,22140471.17
2024-10,PERAWATAN_LUKA,45468159.459
2024-10,RESPIRATORIUM,176722686.34600002
2024-10,SPUIT_INJEKSI,210193056.892
2024-10,STERILISASI_CSSD,25679083.782
2024-10,UROLOGI,62674656.497999996
2024-11,APD_HIGIENE,70926468.919
2024-11,BEDAH_OK,244523845.201
2024-11,DBD,137057941.348
2024-11,DIAGNOSTIK,55778328.486
2024-11,FARMASI,48129370.8
2024-11,IMUNISASI,1830000.0
2024-11,NEONATAL,1100000.0
2024-11,OBGYN,16122536.936999999
2024-11,OPERASIONAL_RS,61055332.054000005
2024-11,PANDEMI_COVID,10853900.0
2024-11,PERAWATAN_LUKA,24979020.0
2024-11,RESPIRATORIUM,209395641.449
2024-11,SPUIT_INJEKSI,70045081.953
2024-11,STERILISASI_CSSD,23962252.2
2024-11,UROLOGI,31889628.831
2024-12,APD_HIGIENE,292805338.764
2024-12,BEDAH_OK,117161584.26099999
2024-12,DBD,166596114.027
2024-12,DIAGNOSTIK,108827988.631
2024-12,FARMASI,36164046.666999996
2024-12,IMUNISASI,536036.036
2024-12,NEONATAL,3345675.676
2024-12,OBGYN,7405405.406
2024-12,OPERASIONAL_RS,79796453.151
2024-12,PANDEMI_COVID,1258400.0
2024-12,PERAWATAN_LUKA,93213801.552
2024-12,RESPIRATORIUM,150740732.907
2024-12,SPUIT_INJEKSI,80802099.41600001
2024-12,STERILISASI_CSSD,38785171.8
2024-12,UROLOGI,30492165.315
2025-01,APD_HIGIENE,47895807.136
2025-01,BEDAH_OK,359421187.22
2025-01,DBD,149022333.892
2025-01,DIAGNOSTIK,45976303.077
2025-01,FARMASI,20538860.0
2025-01,IMUNISASI,1795247.75
2025-01,OBGYN,25952836.396
2025-01,OPERASIONAL_RS,62871745.76
2025-01,PANDEMI_COVID,19472837.345
2025-01,PERAWATAN_LUKA,23308377.25
2025-01,RESPIRATORIUM,77019920.182
2025-01,SPUIT_INJEKSI,58053636.063
2025-01,STERILISASI_CSSD,40129919.6
2025-01,UROLOGI,10016700.0
2025-02,APD_HIGIENE,43342959.97
2025-02,BEDAH_OK,194902423.702
2025-02,DBD,323751001.022
2025-02,DIAGNOSTIK,33445760.631
2025-02,FARMASI,33556530.0
2025-02,IMUNISASI,32491353.6
2025-02,NEONATAL,3939000.0
2025-02,OBGYN,29236180.057
2025-02,OPERASIONAL_RS,145076979.259
2025-02,PANDEMI_COVID,12931525.0
2025-02,PERAWATAN_LUKA,15008688.0
2025-02,RESPIRATORIUM,131030693.851
2025-02,SPUIT_INJEKSI,110077568.224
2025-02,STERILISASI_CSSD,99673202.741
2025-02,UROLOGI,60224141.742
2025-03,APD_HIGIENE,34704440.0
2025-03,BEDAH_OK,153552254.171
2025-03,DBD,293909992.094
2025-03,DIAGNOSTIK,71158879.086
2025-03,FARMASI,5334400.0
2025-03,IMUNISASI,2491243.243
2025-03,LABORATORIUM,3671486.4
2025-03,NEONATAL,11824645.0
2025-03,OBGYN,27343148.525
2025-03,OPERASIONAL_RS,106088579.865
2025-03,PANDEMI_COVID,6347095.495
2025-03,PERAWATAN_LUKA,28545468.088
2025-03,RESPIRATORIUM,104629974.84
2025-03,SPUIT_INJEKSI,187314837.104
2025-03,STERILISASI_CSSD,38564211.2
2025-03,UROLOGI,28736440.631
2025-04,APD_HIGIENE,30701833.36
2025-04,BEDAH_OK,158120853.835
2025-04,DBD,255014700.501
2025-04,DIAGNOSTIK,25740427.0
2025-04,FARMASI,15868663.964
2025-04,IMUNISASI,8723850.0
2025-04,NEONATAL,3818560.0
2025-04,OBGYN,3510000.0
2025-04,OPERASIONAL_RS,19252253.243
2025-04,PANDEMI_COVID,5768400.0
2025-04,PERAWATAN_LUKA,6224959.459
2025-04,RESPIRATORIUM,103255989.692
2025-04,SPUIT_INJEKSI,162522752.64499998
2025-04,STERILISASI_CSSD,26052591.8
2025-04,UROLOGI,39118689.0
2025-05,APD_HIGIENE,26745600.0
2025-05,BEDAH_OK,230013175.65
2025-05,CAPITAL_EQUIP,4304000.0
2025-05,DBD,262694136.72100002
2025-05,DIAGNOSTIK,34952274.717
2025-05,FARMASI,13668480.0
2025-05,IMUNISASI,937000.0
2025-05,NEONATAL,39974819.82
2025-05,OBGYN,13966894.0
2025-05,OPERASIONAL_RS,50712606.793
2025-05,PANDEMI_COVID,7378700.0
2025-05,PERAWATAN_LUKA,7430266.0
2025-05,RESPIRATORIUM,170883699.83
2025-05,SPUIT_INJEKSI,75188840.485
2025-05,STERILISASI_CSSD,58595428.982
2025-05,UROLOGI,43985542.378
2025-06,APD_HIGIENE,13442315.2
2025-06,BEDAH_OK,153719327.192
2025-06,CAPITAL_EQUIP,1964000.0
2025-06,DBD,273723279.199
2025-06,DIAGNOSTIK,58017579.231
2025-06,FARMASI,3497555.3
2025-06,IMUNISASI,52609800.0
2025-06,OBGYN,5876260.0
2025-06,OPERASIONAL_RS,30497280.847
2025-06,PANDEMI_COVID,2803200.0
2025-06,PERAWATAN_LUKA,5991650.0
2025-06,RESPIRATORIUM,60909324.71
2025-06,SPUIT_INJEKSI,88976031.752
2025-06,STERILISASI_CSSD,32427011.6
2025-06,UROLOGI,32408620.6
2025-07,APD_HIGIENE,59252348.285000004
2025-07,BEDAH_OK,132697370.41
2025-07,CAPITAL_EQUIP,10435970.0
2025-07,DBD,156636762.0
2025-07,DIAGNOSTIK,60494941.715
2025-07,FARMASI,36431085.19
2025-07,IMUNISASI,7012297.297
2025-07,NEONATAL,2626000.0
2025-07,OBGYN,22064391.89
2025-07,OPERASIONAL_RS,51652404.0
2025-07,PANDEMI_COVID,12524970.0
2025-07,PERAWATAN_LUKA,14393250.0
2025-07,RESPIRATORIUM,98337755.568
2025-07,SPUIT_INJEKSI,164162011.763
2025-07,STERILISASI_CSSD,31459661.2
2025-07,UROLOGI,26254852.562
2025-08,APD_HIGIENE,74382816.016
2025-08,BEDAH_OK,148096658.31
2025-08,CAPITAL_EQUIP,4730932.5
2025-08,DBD,183988557.588
2025-08,DIAGNOSTIK,7006515.3149999995
2025-08,FARMASI,10037300.0
2025-08,NEONATAL,7350000.0
2025-08,OBGYN,32524005.78
2025-08,OPERASIONAL_RS,53140560.0
2025-08,PANDEMI_COVID,129143347.5
2025-08,PERAWATAN_LUKA,27634982.0
2025-08,RESPIRATORIUM,95023368.36
2025-08,SPUIT_INJEKSI,88043305.631
2025-08,STERILISASI_CSSD,27352681.009999998
2025-08,UROLOGI,28205372.883
2025-09,APD_HIGIENE,93447954.505
2025-09,BEDAH_OK,213020072.12600002
2025-09,DBD,201812721.74
2025-09,DIAGNOSTIK,96569361.232
2025-09,FARMASI,29496690.8
2025-09,IMUNISASI,15264800.0
2025-09,NEONATAL,2300000.0
2025-09,OBGYN,28695833.95
2025-09,OPERASIONAL_RS,51204447.15
2025-09,PANDEMI_COVID,5143330.631
2025-09,PERAWATAN_LUKA,23977913.2
2025-09,RESPIRATORIUM,93480979.459
2025-09,SPUIT_INJEKSI,83175473.35700001
2025-09,STERILISASI_CSSD,24221877.2
2025-09,UROLOGI,22420955.0
2025-10,APD_HIGIENE,141126879.82
2025-10,BEDAH_OK,129695045.94
2025-10,DBD,162595631.303
2025-10,DIAGNOSTIK,26740456.607
2025-10,FARMASI,19910583.259999998
2025-10,IMUNISASI,3764930.631
2025-10,NEONATAL,1596036.036
2025-10,OBGYN,33131627.15
2025-10,OPERASIONAL_RS,61256680.33
2025-10,PANDEMI_COVID,12250750.0
2025-10,PERAWATAN_LUKA,22428174.775
2025-10,RESPIRATORIUM,52650232.7
2025-10,SPUIT_INJEKSI,178048907.186
2025-10,STERILISASI_CSSD,23601411.799999997
2025-10,UROLOGI,31499470.0
