Kabupaten/Kota 17,
,Jumlah Penduduk Menurut Kabupaten/Kota (Jiwa)
,2023
Sumatera Selatan,8743522
Ogan Komering Ulu,379130
Ogan Komering Ilir,797429
Muara Enim,633779
Lahat,444949
Musi Rawas,407694
Musi Banyuasin,644386
Banyuasin,874210
Ogan Komering Ulu Selatan,424190
Ogan Komering Ulu Timur,668035
Ogan Ilir,431043
Empat Lawang,342178
Pali,202681
Musi Rawas Utara,195962
Palembang,1706371
Prabumulih,200673
Pagar Alam,147836
Lubuk Linggau,242976
