Kabupaten/Kota 17,
,Jumlah Penduduk Menurut Kabupaten/Kota (Jiwa)
,2022
Sumatera Selatan,8657008
Ogan Komering Ulu,375538
Ogan Komering Ilir,776690
Muara Enim,624019
Lahat,441174
Musi Rawas,402674
Musi Banyuasin,633124
Banyuasin,852576
Ogan Komering Ulu Selatan,426687
Ogan Komering Ulu Timur,656857
Ogan Ilir,422907
Empat Lawang,357673
Pali,200368
Musi Rawas Utara,192369
Palembang,1707996
Prabumulih,199047
Pagar Alam,147071
Lubuk Linggau,240238
