Kabupaten/Kota 17,
,Jumlah Penduduk Menurut Kabupaten/Kota (Jiwa)
,2024
Sumatera Selatan,8837301
Ogan Komering Ulu,383039
Ogan Komering Ilir,807085
Muara Enim,640962
Lahat,450281
Musi Rawas,411787
Musi Banyuasin,651950
Banyuasin,885902
Ogan Komering Ulu Selatan,429535
Ogan Komering Ulu Timur,674184
Ogan Ilir,436141
Empat Lawang,345641
Pali,205384
Musi Rawas Utara,198413
Palembang,1718440
Prabumulih,203312
Pagar Alam,149199
Lubuk Linggau,246046
