Kabupaten/Kota 17,
,Jumlah Penduduk Menurut Kabupaten/Kota (Jiwa)
,2021
Sumatera Selatan,8550849
Ogan Komering Ulu,371106
Ogan Komering Ilir,772742
Muara Enim,617846
Lahat,434939
Musi Rawas,398732
Musi Banyuasin,627070
Banyuasin,843871
Ogan Komering Ulu Selatan,416616
Ogan Komering Ulu Timur,653062
Ogan Ilir,419401
Empat Lawang,343839
Pali,197290
Musi Rawas Utara,190420
Palembang,1686073
Prabumulih,195748
Pagar Alam,145266
Lubuk Linggau,236828
