Kabupaten/Kota 17,
,Jumlah Penduduk Menurut Kabupaten/Kota (Jiwa)
,2025
Sumatera Selatan,8928515
Ogan Komering Ulu,386816
Ogan Komering Ilir,816505
Muara Enim,647936
Lahat,455581
Musi Rawas,415744
Musi Banyuasin,659302
Banyuasin,897425
Ogan Komering Ulu Selatan,434789
Ogan Komering Ulu Timur,680094
Ogan Ilir,441183
Empat Lawang,348974
Pali,208032
Musi Rawas Utara,200799
Palembang,1729843
Prabumulih,205905
Pagar Alam,150533
Lubuk Linggau,249054
